assignee,Integration Name,Support Level,Provider,Auth Class,Auth Detail,auth params set,script inputs,params required for test,generated manifest,wrote code,validations passed,unit tests passed,param parity test passes,requires auth parity test,auth parity test passes,code reviewed,code merged
,Druva Ransomware Response,partner,DruvaInc,APIKey(secretKey) | OAuth2ClientCreds(clientId) — REQUIRED(APIKey) + REQUIRED(OAuth2ClientCreds),"{""auth_types"":[{""type"":""APIKey"",""name"":""secretKey""},{""type"":""OAuth2ClientCreds"",""name"":""clientId""}],""config"":""REQUIRED(APIKey) + REQUIRED(OAuth2ClientCreds)"",""params"":{""clientId"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":true},""secretKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,DruvaEventCollector,partner,Druva,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,DShield Feed,xsoar,Open Source,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,DSPM,xsoar,Palo Alto Networks,Plain(dspmApiKey) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""dspmApiKey""}],""config"":""REQUIRED(Plain)"",""params"":{""dspmApiKey"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,DUO Admin,xsoar,Cisco Systems,"APIKey(secret_key) | Plain(credentials_key) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""secret_key""},{""type"":""Plain"",""name"":""credentials_key""}],""config"":""CHOICE(APIKey, Plain)"",""params"":{""secret_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""credentials_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Duo Event Collector,xsoar,Cisco Systems,Plain(secret_key) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""secret_key""}],""config"":""REQUIRED(Plain)"",""params"":{""secret_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EasyVista,xsoar,EasyVista,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,EclecticIQ Intelligence Center v3,partner,EclecticIQ,Plain(eiq_token) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""eiq_token""}],""config"":""REQUIRED(Plain)"",""params"":{""eiq_token"":{""type"":""Plain"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EclecticIQ Platform v2,partner,EclecticIQ,Plain(apikey) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""apikey""}],""config"":""REQUIRED(Plain)"",""params"":{""apikey"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EDL,xsoar,Palo Alto Networks,"Plain(certificate, credentials, key) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""key""}],""config"":""OPTIONAL(Plain)"",""params"":{""certificate"":{""type"":""Plain"",""xsoar_type"":12,""required"":false},""key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Elasticsearch v2,xsoar,Elastic,"Plain(api_key_auth_credentials, credentials) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""api_key_auth_credentials""},{""type"":""Plain"",""name"":""credentials""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""api_key_auth_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,ElasticsearchEventCollector,xsoar,Elastic,"Plain(api_key_auth_credentials, credentials) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""api_key_auth_credentials""},{""type"":""Plain"",""name"":""credentials""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""api_key_auth_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,ElasticsearchFeed,xsoar,ElasticNV,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Email Hippo,xsoar,EmailHippo,"Plain(more_credentials, whois_credentials) — REQUIRED(Plain, Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""more_credentials""},{""type"":""Plain"",""name"":""whois_credentials""}],""config"":""REQUIRED(Plain, Plain)"",""params"":{""more_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""whois_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EmailRepIO,xsoar,Sublime Security,"APIKey(apikey) | Plain(credentials) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""},{""type"":""Plain"",""name"":""credentials""}],""config"":""CHOICE(APIKey, Plain)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Endace,partner,Endace,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Endgame,xsoar,Elastic,Plain(username) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""username""}],""config"":""REQUIRED(Plain)"",""params"":{""username"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Envoy IAM,xsoar,BeyondTrust,"APIKey(api_key) | Plain(credentials_api_key) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""},{""type"":""Plain"",""name"":""credentials_api_key""}],""config"":""CHOICE(APIKey, OAuth2ClientCreds, Plain)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""credentials_api_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,epo,xsoar,Trellix,Plain(authentication) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""authentication""}],""config"":""REQUIRED(Plain)"",""params"":{""authentication"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EWS Extension Online Powershell v3,xsoar,Microsoft,"Plain(app_id, certificate, password) — REQUIRED(Plain, Plain, Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""app_id""},{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""password""}],""config"":""REQUIRED(Plain, Plain, Plain)"",""params"":{""certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""password"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""app_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EWS Mail Sender,xsoar,Microsoft,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,EWS v2,xsoar,Microsoft,"Plain(credentials, domainAndUserman) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""domainAndUserman""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""domainAndUserman"":{""type"":""Plain"",""xsoar_type"":0,""required"":false}},""notes"":null}",,,,,,,,,,,,
,EwsExtension,xsoar,Microsoft,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,EWSO365,xsoar,Microsoft,"Plain(_client_id, _tenant_id, client_id, client_secret, credentials, tenant_id) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""_client_id""},{""type"":""Plain"",""name"":""_tenant_id""},{""type"":""Plain"",""name"":""client_id""},{""type"":""Plain"",""name"":""client_secret""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""tenant_id""}],""config"":""OPTIONAL(Plain)"",""params"":{""_client_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""_tenant_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""client_id"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""tenant_id"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""client_secret"":{""type"":""Plain"",""xsoar_type"":4,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Exabeam,xsoar,Exabeam,"Plain(api_token, credentials, max_fetch_users, minimum_risk_score_to_fetch_users, notable_users_first_fetch) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""api_token""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""max_fetch_users""},{""type"":""Plain"",""name"":""minimum_risk_score_to_fetch_users""},{""type"":""Plain"",""name"":""notable_users_first_fetch""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""api_token"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""max_fetch_users"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""notable_users_first_fetch"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""minimum_risk_score_to_fetch_users"":{""type"":""Plain"",""xsoar_type"":0,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Exabeam Data Lake,xsoar,Exabeam,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,ExabeamSecOpsPlatform,xsoar,Exabeam,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,ExceedLMS IAM,xsoar,Intellum,"APIKey(api_key) | Plain(credentials_api_key) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""},{""type"":""Plain"",""name"":""credentials_api_key""}],""config"":""CHOICE(APIKey, Plain)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""credentials_api_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Exodus Intelligence Vulnerabilities,partner,Exodus Intelligence,APIKey(client_encryption_key) | Plain(password) — REQUIRED(Plain) + OPTIONAL(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""client_encryption_key""},{""type"":""Plain"",""name"":""password""}],""config"":""REQUIRED(Plain) + OPTIONAL(APIKey)"",""params"":{""password"":{""type"":""Plain"",""xsoar_type"":4,""required"":true},""client_encryption_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Exterro FTK,partner,Exterro,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,ExtraHop v2,partner,Bain Capital Private Equity,"APIKey(apikey) | OAuth2ClientCreds(client_id, client_secret) — CHOICE(APIKey, OAuth2ClientCreds)","{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""},{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""OAuth2ClientCreds"",""name"":""client_secret""}],""config"":""CHOICE(APIKey, OAuth2ClientCreds)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""client_secret"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":false}},""notes"":null}",,,,,,,,,,,,
,ExtrahopRevealXEventCollector,partner,Bain Capital Private Equity,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,F5 ASM,xsoar,F5,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,F5 firewall,xsoar,F5,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,F5Silverline,xsoar,F5,Plain(token) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""token""}],""config"":""REQUIRED(Plain)"",""params"":{""token"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,FalconIntel,xsoar,CrowdStrike,APIKey(key) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""key""}],""config"":""REQUIRED(APIKey)"",""params"":{""key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Farsight DNSDB,partner,DomainTools,"APIKey(apiKey) | Plain(apikey_creds) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""apiKey""},{""type"":""Plain"",""name"":""apikey_creds""}],""config"":""CHOICE(APIKey, Plain)"",""params"":{""apiKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""apikey_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Fastly Feed,xsoar,Fastly,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,FeedCyCognito,partner,CyCognito,APIKey(api_key) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""}],""config"":""REQUIRED(APIKey)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,FeedDomainTools,partner,Battery Ventures,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Feedly Feed,partner,Feedly Inc,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,FeedMandiantThreatIntelligence,partner,Google,"APIKey(api_key, secret_key) — REQUIRED(APIKey, APIKey)","{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""},{""type"":""APIKey"",""name"":""secret_key""}],""config"":""REQUIRED(APIKey, APIKey)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":0,""required"":true},""secret_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,FeedMISPThreatActors,xsoar,Open Source,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,FeedNVDv2,xsoar,NIST,Plain(apiKey) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""apiKey""}],""config"":""OPTIONAL(Plain)"",""params"":{""apiKey"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,FeedSOCRadarThreatFeed,partner,SOCRadar,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,FeedURLhaus,xsoar,Open Source,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,FeedUstaThreatStream,partner,Anomali,APIKey(api_key) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""}],""config"":""REQUIRED(APIKey)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Feodo Tracker Hashes Feed,xsoar,Open Source,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,Feodo Tracker IP Blocklist Feed,xsoar,Abusech,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
